reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appId
gp:AOqpTOECfYVbJKauj76Z5kwA2qy3BgqJtFQvXn5p_QOk8ZpOHqr7t9_WUqlSZrxocAPQHt4sXz0OQ9uNIhKCqQ,Technical Tech,VERY POOR WE HAVE TO STUDY IN SCHOLL WITH THIS APP BAN IT ðŸ˜‚ðŸ˜‚,1,0,5.0.26211.0602,10/2/2020 5:05,,,us.zoom.videomeetings
gp:AOqpTOGE97paKBQvr0Yv4ssZmrTC9Zqd0S5wb63WmY3D7rkmvirGtp8k_vhJcq830u14ubXAUg20RoUKMuiJOQ,arfan aktar,This is not downloading,1,0,5.2.45120.0906,10/2/2020 5:04,,,us.zoom.videomeetings
gp:AOqpTOGVd74j5tixeXmjP4PYUHl-IBPJG9pdG5tNvbTiBKtC7n10L-HXprUXF5I7y9Lzd_Vauh72Ubve5Hu8Nw,subhrant Keshri,i am opening the video but it is not showing in the participents plz as soon as posible solve this problem,1,0,5.3.52883.0928,10/2/2020 5:01,,,us.zoom.videomeetings
gp:AOqpTOFVWZgrXLt1dy3UvG4e2UfBTTIooCaRpJlvHKHCA07elMLogizH44F7UdjF4zp9aQWHHKkux61nlwIWRw,Royal don gaming,It is very bad app because I am start this app so it are many ad,1,0,,10/2/2020 4:57,,,us.zoom.videomeetings
gp:AOqpTOGCEXqrEMmZi8j-1sg13892mqz_UEQ62WOUzeYHc1swl1rjvmGzVBCO6Pfe0OYqKdBnG5OLC1pSEAzReQ,503 Ganesh Jagtap,Very poor quality ðŸ˜¬ðŸ˜¬ðŸ˜¬,1,0,5.3.52883.0928,10/2/2020 4:55,,,us.zoom.videomeetings
gp:AOqpTOHGgpvETLxbwTm5wWxiJRQM9TC68DlgznFTKOiRre3FtCtBeLsHltJCMJGGU3mmBqyw1NIQ2NauCfztKw,manthila eshwarage,I've been using this app for nearly three months for online lectures and recently it had so many connectivity problems. At the beginning it was all good but finally it didn't even let me to connect to the meeting because of which I missed few of my classes. I figured that it was all because of the recent updates that the links were not working and once I got the new update it worked. But at least you could have given a notice for the users about recent updates so that I wouldn't have missed so many lectures.,1,0,5.3.52883.0928,10/2/2020 4:54,,,us.zoom.videomeetings
gp:AOqpTOHhSyUQ_pZoUN8ulaFmC-M0QE_VlIrvuS5c4qjeDNZqdldRYOPRg4ZyyqMWaV8bAsFvLM4C4EN0RuIGWg,Aditya Kumar,"My phone screen rotation is off, still screen rotates in meeting. I don't like this feature. Plz either remove it or give a option to enable or disable this feature...",1,0,5.3.52640.0920,10/2/2020 4:54,,,us.zoom.videomeetings
gp:AOqpTOFFxGUtA2DoGhWktESDWAMfyq6jIYtv-TsIqtxYBgDpLSDNQeCFEYe3-5pa3y4BeoFOKXjxZwgLS44yRw,Abc Abc,Screan sharing is not working in my phone Vivo y50,1,0,5.3.52883.0928,10/2/2020 4:51,,,us.zoom.videomeetings
gp:AOqpTOEPzzHeOuSQ1WQWzldfL-QFm2dYDr5y485C33dSwptaCTPdDgoBfy5WOx283Pz0cZCpL66v_TDv_1kw5w,Amit Kumar Bhattacharjee,Very bad,1,0,5.3.52883.0928,10/2/2020 4:49,,,us.zoom.videomeetings
gp:AOqpTOFMWtqe3s0zuZpXKZxdQ-CIyxscrB0O_SiUrCMLQF8yh8JmWZ7tuHqgtVc7EZGZv7KUktJ4LTjCP8MYNA,Temp Zic,F school,1,0,5.3.52640.0920,10/2/2020 4:48,,,us.zoom.videomeetings
gp:AOqpTOFZIBeqbVTHUEJ8SYyxYi-Z4berQAsndcQO5QQaqYz23RDWv_LFw5zfFkl31q3EQapLljxRHNoG7GA7zw,Sekh moin Uddin,Bad,1,0,5.2.44042.0816,10/2/2020 4:47,,,us.zoom.videomeetings
gp:AOqpTOHNkaALhiikjKqPEZ04Eeib_6BAza4WF5UbxEreolEDH23VVN6dHbC5kiOif-LvOPwvA6-r099XxjnY3g,Gayatri Jawale,Not much good,1,0,5.3.52640.0920,10/2/2020 4:45,,,us.zoom.videomeetings
gp:AOqpTOEvsXVJi_cHTBNpheb6_KQb2sUmb5RPg72Z9FCtSwO1cioV8BrnfYog6bWTShRhnhpQ6hEdKNiBg7hqTw,Noor Jannat,It's the worst app among all apps...I missed many important classes because sometime it's need too much internet speed...sometimes it shows video of in 'participants' but I on my video.... it's so annoying...,1,0,,10/2/2020 4:45,,,us.zoom.videomeetings
gp:AOqpTOGuo-hA2IHKwERNpzd64Z9Qsg4PIYAHD47MI79KfVN68jDTgHRkrVBDn-nA-0n4vqLyb380iZNE0YUQSg,YT Hung,"The volume is always too low, absolute trash",1,0,5.3.52640.0920,10/2/2020 4:43,,,us.zoom.videomeetings
gp:AOqpTOFdLaMYa48XmUUa0wgBXsh8UBcXzKK6iwpsp9qwouMp0tfJxTMMcRl-2muLBbV2PxYRn-JCgaEmTdA9aw,Elvina Moore,Wont let me downlaod,1,0,5.3.52883.0928,10/2/2020 4:41,,,us.zoom.videomeetings
gp:AOqpTOHyDhD8_Lz0TivXmnT2jntgeymrft7dVc1URNKGbt_gKoTWDtOzdBmmNRbUFR1ERPXrZO0qJ96Eac2T6g,janaki raman,Very worst update for android devices....pls dont fool for Android users with you saying last update including virtual background option included...boolshid when the background option man..your developers going to play?,1,0,5.3.52883.0928,10/2/2020 4:40,,,us.zoom.videomeetings
gp:AOqpTOFnjX0kGAHU47Xd-Tmpm8ZaMmpY-b5qCadbQSGJLtw2smi-mvKUvW5evscnG1vMVdGWku3ag1H5rWIZtg,Sarthak Shenkar,This app is wrost app I suggest to our prime minister to ban this app and open webex app.,1,0,5.3.52883.0928,10/2/2020 4:30,,,us.zoom.videomeetings
gp:AOqpTOHuL4iwNBb6QuArszBFSjkTQBWxKtIjD46ekxmOxWzxdLDsQkPSfycAQIKRAihQVqy_pU-Y6bkvLXSepA,Andy Tjoa,i already write the right passcode but its not working i test in many personal zoom meeting but i cant write the right passcode fix this it said wrong passcode,1,0,,10/2/2020 4:29,,,us.zoom.videomeetings
