content,appId
2 stars bc its tiktok,com.zhiliaoapp.musically
Gh,com.zhiliaoapp.musically
/:3\/:3\/:3\/:3\,com.zhiliaoapp.musically
"The app in itself is a great app, but the fact that it checks your contacts even tho you tell it not to alone kinda makes me not wanna use the app...",com.zhiliaoapp.musically
Tik tok app is good app very easy for use so use this app everyone,com.zhiliaoapp.musically
Friend request history not available,com.zhiliaoapp.musically
Ye log views nh dety he na he like karte he,com.zhiliaoapp.musically
Tik Tok is my life,com.zhiliaoapp.musically
The reason I'm giving it a 2 is bc when the ads come to be tik tok all I see is little girls twerking like 12 or 9 or 10 on the ad or like having the most important clothes with their short zipper down to the underwear,com.zhiliaoapp.musically
"I lost my main account bc it was linked to Instagram. It offers to recover it, but it wouldn't do anything. I followed the steps for it. It's there something I'm doing wrong?",com.zhiliaoapp.musically
Well when I used it it was great but then I got blocked from all of tik tok if you can unblock that would be great,com.zhiliaoapp.musically
ðŸŒ¹ðŸ’‹ðŸ’•ðŸ’•,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
Sorta homophobic and racist,com.zhiliaoapp.musically
This app is very fun,com.zhiliaoapp.musically
Sanu Samu,com.zhiliaoapp.musically
Tiktok I love you,com.zhiliaoapp.musically
"For what it gives you, it's an amazing app. I really really wish I could give it a 5 star review and use it more but I just can't. I can't support the CCP and their genocide. I can't support the CCP and their suppression of minorities. I refuse to give the CCP my data with everything that they do. The CCP is a major threat to the world and no country is doing anything.",com.zhiliaoapp.musically
I love dancing and being creative this app do that,com.zhiliaoapp.musically
Fake content,com.zhiliaoapp.musically
Ever since last update I can't go to the users Instagram account when they have it in profile ðŸ‘Ž,com.zhiliaoapp.musically
Z7 knbc was.,com.zhiliaoapp.musically
Bn,com.zhiliaoapp.musically
"Overall the app is good. But what I don't like is that it's following random people who I don't follow and it sometimes glitches. Hope you guys can fix this, Thank you!",com.zhiliaoapp.musically
I have installed and deleted this app about 4 times and have not kept it for more than a week,com.zhiliaoapp.musically
None of my videos are showing up for people to view and they are all at 0 views.,com.zhiliaoapp.musically
"I'm getting following issue .. please fix it..it's say "" you are following too fast """,com.zhiliaoapp.musically
Useless app,com.zhiliaoapp.musically
It is a very good app but every time I want to like a video it won't let me or if I do like some videos when I'm scrolling through the fyp the videos I already liked pop up again.,com.zhiliaoapp.musically
Slowed my phone. Could not open emails. Uninstalled.,com.zhiliaoapp.musically
It's alright I guess,com.zhiliaoapp.musically
Excellent platform,com.zhiliaoapp.musically
This app sucks,com.zhiliaoapp.musically
Very interesting app,com.zhiliaoapp.musically
Cool,com.zhiliaoapp.musically
"This app is great and all but it won't let my sing up I've tried so many birthdays but it still won't work please fix this, ðŸ‘ï¸ðŸ‘„ðŸ‘ï¸",com.zhiliaoapp.musically
Zohaib,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
Great app til it tracks u,com.zhiliaoapp.musically
The Instagram link doesn't work when I tap it,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
Nice Aap,com.zhiliaoapp.musically
ð™¼ðš¢ ðšŽðšðš’ðšðš’ðš—ðš ðš’ðšœðš—'ðš ðš™ðš˜ðš™ðš™ðš’ðš—ðš ðšžðš™ ðšŠðš—ðš ðš’ðš ðš–ðšŠðš”ðšŽðšœ ðš’ðš ðš‘ðšŠðš›ðš ðšðš˜ ðš–ðšŠðš”ðšŽ ðš‰ðš˜ðšðš’ðšŠðšŒ ðšŸðš’ðšðšŽðš˜ðšœ ðšðš’ðš¡ ðš’ðš ðš™ðš•ðšŽðšŠðšœðšŽ ðŸ™„,com.zhiliaoapp.musically
Assalamu Alaikum message kar de raha hun tik talk to Tum ke mera pyar,com.zhiliaoapp.musically
"so i really loved the app. until i started posting more. tiktok would say i violated community guidelines and remove so many of my videos. the thing is that i read through the guidelines multiple times. its starting to feel like tiktok deletes videos that show ""curvy"" or big women solely because they deem it as inappropriate. not because im nude or barely clothed but because my body is something often sexualized. its tiring to have to be punished for the body i was born in.",com.zhiliaoapp.musically
It's ok,com.zhiliaoapp.musically
Bad,com.zhiliaoapp.musically
Sala bosdi ka,com.zhiliaoapp.musically
Xxx Tr,com.zhiliaoapp.musically
"This app was very bad in the my life ,so I'm not use this app really this is very poor, ,so you don't use guys thanks",com.zhiliaoapp.musically
Cool b yo. OboðŸ¤”ðŸŒ¾ðŸ”¥ðŸŒŠ,com.zhiliaoapp.musically
I give tik tok two stars because u only talk to a person when they have followed u also .But otherwise it makes my day,com.zhiliaoapp.musically
I love this I get to dance I love it,com.zhiliaoapp.musically
Dislike,com.zhiliaoapp.musically
This is great app,com.zhiliaoapp.musically
Not bad,com.zhiliaoapp.musically
Ø®ÙˆØ¨Ø´,com.zhiliaoapp.musically
Ok,com.zhiliaoapp.musically
I don't like it takes down your sound,com.zhiliaoapp.musically
Please support me tiktok team plase my id team03mallick please support me instagram please my id team03mallick,com.zhiliaoapp.musically
I like the app but it's not kid frenly for kids it has people saing cusword in English and Spanish and others,com.zhiliaoapp.musically
I feel like 1 star will be disregarded so ill give it a 2 star hopefully the rating stays low,com.zhiliaoapp.musically
Wonderfully,com.zhiliaoapp.musically
Nice,com.zhiliaoapp.musically
I like tik tok but it's racist sometimes,com.zhiliaoapp.musically
ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”,com.zhiliaoapp.musically
"I love this app! I loved the "" time to have a break"" alert. Can we also skip videos to certain points? You really dont care that theres minors on here",com.zhiliaoapp.musically
Amazing,com.zhiliaoapp.musically
It takes long to laod,com.zhiliaoapp.musically
ÙˆÛŒØ¯ÛŒÙˆ Ù‡Ø§ÛŒÙ… Ù„Ø§ÛŒÚ© Ùˆ ÙØ§Ù„Ùˆ Ù†Ù…ÛŒÚ¯ÛŒØ±Ù‡,com.zhiliaoapp.musically
best,com.zhiliaoapp.musically
"Three days of telling the app what content I'm not interested in and I still get shown the same stuff. It was entertaining at first, even made me laugh, before it started wasting my time. Un-installed.",com.zhiliaoapp.musically
"I couldnt use my new phone s20 plus the whole day yesterday because it kept restarting automatically and randomly. After checking online- i saw that it may be due to 'bad' apps. The only app I installed recently was Tik Tok. After deleting it my phone hasnt restarted once. Can you check this please, as I would like to continue using tik tok.",com.zhiliaoapp.musically
Every time I make an account I have it for a few days and it logs me out of my account its probaly because I need to update the app and when I try to it says I doesn't need to update it please fix it I'm reading you 2 for that,com.zhiliaoapp.musically
Nice app,com.zhiliaoapp.musically
App takes lot of time to load,com.zhiliaoapp.musically
Is amazing,com.zhiliaoapp.musically
I have had tik tok for maybe 2 months now and today I we t to log in and its saying they dont have any of my dam info so there is no way for me to get in or to just delete my account. Great job tik tok on failing and there is no way to get ahold of them eitherðŸ¤¬,com.zhiliaoapp.musically
App. Won't download.,com.zhiliaoapp.musically
The best,com.zhiliaoapp.musically
It's good but some of the stuff on there,com.zhiliaoapp.musically
I love tik tok,com.zhiliaoapp.musically
"Great, except one thing: duets don't record youraudio. I've seen two hats that have the person's body recorded, but they must be using iOS or something.",com.zhiliaoapp.musically
à¦«à¦¾à¦¹à¦¿à¦®à¦¾ à¦†à¦•à§à¦¤à¦¾à¦°,com.zhiliaoapp.musically
waste of time and mean of vulgarity,com.zhiliaoapp.musically
Nice appðŸ’¯ðŸ’¯ðŸ‘ŒðŸ‘Œ,com.zhiliaoapp.musically
Love you tik tokers,com.zhiliaoapp.musically
I don't like this app,com.zhiliaoapp.musically
Very bad,com.zhiliaoapp.musically
Keeps stopping in the middle of each video,com.zhiliaoapp.musically
Pool a,com.zhiliaoapp.musically
spreding illa,com.zhiliaoapp.musically
At first it was nice but 2 months later my account was deleted I am sooo sad because now I am downloading tik tok again and make a new account ðŸ˜«,com.zhiliaoapp.musically
I want tiktok,com.zhiliaoapp.musically
Love it,com.zhiliaoapp.musically
best of ........,com.zhiliaoapp.musically
Ok,com.zhiliaoapp.musically
I likeeee it please keep it up and make it fast because its slomo is not intrusting please make its slomo best,com.zhiliaoapp.musically
Oxm,com.zhiliaoapp.musically
It sucks,com.zhiliaoapp.musically
This app is too good It's make my day too Nice,com.zhiliaoapp.musically
WowðŸ˜,com.zhiliaoapp.musically
"It keeps saying i dont have connection, when the wifi is very strong. Please help",com.zhiliaoapp.musically
tiktok isfull of children and and over sexualized teens that shouldn't be allowed to post such provocative things all over tiktok. ITS NOT A SAFE PLACE FOR CHILDREN UNDER THE AGE OF 13,com.zhiliaoapp.musically
:z,com.zhiliaoapp.musically
Nauvs,com.zhiliaoapp.musically
Amlesh kumar Shjg,com.zhiliaoapp.musically
Needs faster loding time for live chat,com.zhiliaoapp.musically
Nice app,com.zhiliaoapp.musically
Viral,com.zhiliaoapp.musically
Too much tik tok thots which tik tok supports and doesn't delete sexual content,com.zhiliaoapp.musically
"Where did the ability for DMS go? Like excuse me? Also, I reccomend you take away the glitch that makes it have the notification numbers stuck on the notifications section though I DELETED AND RE INSTALLED THE APP",com.zhiliaoapp.musically
I NEVER HAVE USED IT!!,com.zhiliaoapp.musically
not good,com.zhiliaoapp.musically
Itms getting infected by roblox,com.zhiliaoapp.musically
Asco de APP los videos se atoran y no corren. Ojo es problema de la app no de mi internet ni mi telÃ©fono.,com.zhiliaoapp.musically
I can't change the number on the profile to my correct number. You guys need an customer service or something to fix that because I can't change my number to associate my account with. This is not a bad app but not having a customer service when you have technical problems becomes very annoying. Please a add some kind of customer service to your web page and app.,com.zhiliaoapp.musically
Ita a good app but it cancels out screensaver and has permedently marked my screen with the for you button and the new video button,com.zhiliaoapp.musically
I love tik Tok but I'm on Android and it does not let me get the new update for the letters and stuff so I'm mad so..,com.zhiliaoapp.musically
On my phone the app be trippin and I dont know the cause or maybe it is because I'm using a Huawei,com.zhiliaoapp.musically
"It says you are offline when online. Apart from that, it's cool.",com.zhiliaoapp.musically
Wasting time,com.zhiliaoapp.musically
But hhhbbn o,com.zhiliaoapp.musically
"Its fun and all but everyone on this is app is toxic, it makes everything worse",com.zhiliaoapp.musically
Poop,com.zhiliaoapp.musically
When I try to post a video it wont post and it wont even let me look up other users on the search bar it definitely didnt make me day!,com.zhiliaoapp.musically
Too slow ðŸ˜­ðŸ˜´ðŸ˜´,com.zhiliaoapp.musically
i have 1000 followers and cant go live reason for 2 stars,com.zhiliaoapp.musically
Can't go from tiktok to instagram.,com.zhiliaoapp.musically
Tik tok dont knows what to put on trending n what to delete,com.zhiliaoapp.musically
"Honestly i get it but y'all trying to claim you're the next vine and are no better at keeping THOTs at Bay than Twitch, if i had a nickel every time i saw someone twerking I wouldn't need this app because i could recreate Vine or something better.",com.zhiliaoapp.musically
15eurdðŸ˜‡ðŸ˜‡ðŸ˜ŽðŸ˜Žthe the,com.zhiliaoapp.musically
Tiktokmaked,com.zhiliaoapp.musically
I love tiktok but it seems inappropriate content is allowed now. I'm probably going to delete it now because my child doesnt need to see that.,com.zhiliaoapp.musically
Bad,com.zhiliaoapp.musically
It wont let me press the instagram icon if i want to go check outs someone pictures,com.zhiliaoapp.musically
Mohib ali,com.zhiliaoapp.musically
Boring after awhile . just keeps limiting what videos are shown to me ..... And they have no idea what I want to watch... Boring trend videos over and over .,com.zhiliaoapp.musically
i cant use it....its shows no internet even though i am connected to my wifi,com.zhiliaoapp.musically
I miss you,com.zhiliaoapp.musically
Zzz say cashhe was r see you r we quW a w,com.zhiliaoapp.musically
Nice app,com.zhiliaoapp.musically
Doodoo,com.zhiliaoapp.musically
Qw,com.zhiliaoapp.musically
It's a cool app and so much fun But some songs are just inappropriate for lil kids who are on there,com.zhiliaoapp.musically
Super app,com.zhiliaoapp.musically
Fantastic,com.zhiliaoapp.musically
Fun but dangerous The app asks for your number.,com.zhiliaoapp.musically
Nice,com.zhiliaoapp.musically
Disgusting because Some disgusting People use it,com.zhiliaoapp.musically
bad,com.zhiliaoapp.musically
Saksaas my life,com.zhiliaoapp.musically
"The negativity is awful, but I like how people are talking about important issues.",com.zhiliaoapp.musically
i hate dumb dances but sometimes the memes are passable,com.zhiliaoapp.musically
Enjoying,com.zhiliaoapp.musically
I dont like this app at all anytime i tried to message a friend the message will send but wont be delivered to them dont know what's wrong with it,com.zhiliaoapp.musically
Goid,com.zhiliaoapp.musically
Prende troppa memoria,com.zhiliaoapp.musically
"I love this app, i get to express myself Edit: I rate this 2 stars because this app is too toxic and tiktok is not doing anything about it",com.zhiliaoapp.musically
Not good...it is so stupid,com.zhiliaoapp.musically
Just go to hell tik tokðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,com.zhiliaoapp.musically
Bad app,com.zhiliaoapp.musically
Ø¨Ú©,com.zhiliaoapp.musically
eitu,com.zhiliaoapp.musically
Nice,com.zhiliaoapp.musically
Nic Tiktok,com.zhiliaoapp.musically
Nice to see,com.zhiliaoapp.musically
Haha funny appðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,com.zhiliaoapp.musically
"Takes too much space out of my phone, after all its a great app",com.zhiliaoapp.musically
So many privacy issues for an entertainment app.,com.zhiliaoapp.musically
Ayushkamat,com.zhiliaoapp.musically
+9 definitely not for +7 my son TRASHED THE ROOM,com.zhiliaoapp.musically
Tik Tok you,com.zhiliaoapp.musically
Chandan,com.zhiliaoapp.musically
Nice aap,com.zhiliaoapp.musically
It good,com.zhiliaoapp.musically
Supper,com.zhiliaoapp.musically
Naga lakshmi,com.zhiliaoapp.musically
It's not good app. It's destroy community. It's waste the time. Very fast data consumption When we using this app.,com.zhiliaoapp.musically
..ðŸ˜ƒ..,com.zhiliaoapp.musically
Super Nice Very good,com.zhiliaoapp.musically
Mc app,com.zhiliaoapp.musically
I LiKE IT For Enjoy,com.zhiliaoapp.musically
Luvda,com.zhiliaoapp.musically
I would only ever give this app a 5 star review when the moderators start supporting POC and actually try to make a change. I gave it an extra star just because I've been fortunate enough to find the news and content that I need in order to stay supportive and connected and entertained.,com.zhiliaoapp.musically
Amazing ðŸ‘ŒðŸ™Œ,com.zhiliaoapp.musically
Sirra app,com.zhiliaoapp.musically
Nice,com.zhiliaoapp.musically
I want to change the location for the for you page but that is not an option for me to change the location,com.zhiliaoapp.musically
Nothing because this app doesn't download,com.zhiliaoapp.musically
Sup,com.zhiliaoapp.musically
This app makes my life and this app is world best app,com.zhiliaoapp.musically
Very funny Tik Tok,com.zhiliaoapp.musically
Tik is the best app i miss u tik tok,com.zhiliaoapp.musically
Well I would give it 5 but it can be really addictive and you probably want that but then we have no time for family ðŸ˜¢,com.zhiliaoapp.musically
"When I open the app it says, 'unstable' connection even though my WiFi has all bars, same with my data. But otherwise, it's still a great app.",com.zhiliaoapp.musically
Very good apps,com.zhiliaoapp.musically
Nice i want develop,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
ILOVE the apps,com.zhiliaoapp.musically
Nice app but it need more space,com.zhiliaoapp.musically
Heypoeple,com.zhiliaoapp.musically
This app only of ent,com.zhiliaoapp.musically
Hj,com.zhiliaoapp.musically
I am student,com.zhiliaoapp.musically
RAHUL,com.zhiliaoapp.musically
Suture Khandelwal Fivvh,com.zhiliaoapp.musically
Very good,com.zhiliaoapp.musically
ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,com.zhiliaoapp.musically
So nice,com.zhiliaoapp.musically
Bad app,com.zhiliaoapp.musically
I don't like most of the videosðŸ˜’,com.zhiliaoapp.musically
Mashallh,com.zhiliaoapp.musically
Hyyyy,com.zhiliaoapp.musically
The DC f,com.zhiliaoapp.musically
I really to my account back because I need my videos which I have donw before I don't won't to use it again but I need your save my videos,com.zhiliaoapp.musically
ðŸ¸ðŸ¸ðŸ¸,com.zhiliaoapp.musically
Garbage like my feet,com.zhiliaoapp.musically
Can't click on an linked IG on a profile,com.zhiliaoapp.musically
Devraj,com.zhiliaoapp.musically
It all around a great app I love it but some of the buttons on the program like the home button or the plus button. The white contrast with the the dark background is now burning into my screen. Wish they could do something to make the buttons less white,com.zhiliaoapp.musically
best,com.zhiliaoapp.musically
good,com.zhiliaoapp.musically
Place for attention seeking kids whose parents have no internet filters. There are some cool filters but I dislike that every video becomes their property and the amount of data they track.,com.zhiliaoapp.musically
This app wont download,com.zhiliaoapp.musically
Gay,com.zhiliaoapp.musically
Ok,com.zhiliaoapp.musically
Tik Tok video,com.zhiliaoapp.musically
It's not working,com.zhiliaoapp.musically
Awsome,com.zhiliaoapp.musically
Beautiful ðŸ˜ðŸ˜,com.zhiliaoapp.musically
Opsi,com.zhiliaoapp.musically
"Pls for the 5th time don't delete my review. I have used this app for a while and just can't recommend it to anyone, it is full of hate and negativity",com.zhiliaoapp.musically
ON FOLLOWING ON LIKE,com.zhiliaoapp.musically
I have had tiktok for a few years. But it has just changed. There are some good creators but now it is all about politics.,com.zhiliaoapp.musically
I love this app I just trying to help out,com.zhiliaoapp.musically
Mostakim. Mostakim,com.zhiliaoapp.musically
Meri vedioe per like he nahi ate hen phir bhi like kr raha hon,com.zhiliaoapp.musically
It takes to much data,com.zhiliaoapp.musically
App only for beautiful people and trans...hoes and poppinpillies.....so many hates ....only money making goddamn ass,com.zhiliaoapp.musically
Hi this is the best app 1l,com.zhiliaoapp.musically
I don't like this app ....when I follow back my follower it's not work .... I can't follow back to them may I loose my followers .... You have to work on it ....... I am disappointed with your apps ..... So I can't give any stars now .....,com.zhiliaoapp.musically
Disgusting,com.zhiliaoapp.musically
2 1/2.,com.zhiliaoapp.musically
Love this app.its really helpful,com.zhiliaoapp.musically
"I can't do duets,they come with no sound",com.zhiliaoapp.musically
Cant search,com.zhiliaoapp.musically
Malik3322,com.zhiliaoapp.musically
So cute,com.zhiliaoapp.musically
The app overall is great and entertaining however an account was posting damaging videos and teaching girls how to starve themselves and after reporting the account nothing was done because it doesn't violate guidelines? This is a kids app and there's so much damaging content coming up on my younger sister's tiktok even with restrictions on. I think something shoukd be done about this.,com.zhiliaoapp.musically
It cool i sign out if it cuz got hate any ways make tik Tok safe because there is so much bad thing on this cool app,com.zhiliaoapp.musically
Tik Tok app is very very very Slow to work since 2018 now 2019 improvement needs better performance or cashed Ram 500+ MB or background always run Force Stop app never work again running.,com.zhiliaoapp.musically
"I like the app, its very fun and entertaining, however after downloading I did realize that it caused other apps to run slowly, randomly open, drop battery fast, and even SHUT MY PHONE OFF. I think that somehow, after downloading, this app has access to data on your device. Do not download. I repeat, DO NOT DOWNLOAD.",com.zhiliaoapp.musically
Very good,com.zhiliaoapp.musically
Hello hi tik Tok like like share comment tik Tok spillage open,com.zhiliaoapp.musically
ð™‰ð™Šð™ that much drama,com.zhiliaoapp.musically
It kills boredomeness,com.zhiliaoapp.musically
Bad app,com.zhiliaoapp.musically
Fa,com.zhiliaoapp.musically
Poor,com.zhiliaoapp.musically
sarfaraj,com.zhiliaoapp.musically
It's very nice aap but my followers decrease day by day and I still have facing this problem next 4 week ðŸ’”ðŸ˜¡ðŸ˜¡,com.zhiliaoapp.musically
I like this app,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
Super tik tok,com.zhiliaoapp.musically
SÃ³ serve pra criar conteÃºdo de vergonha alheia.,com.zhiliaoapp.musically
Not sure,com.zhiliaoapp.musically
Good app but people say it takes your data for illegal purposes,com.zhiliaoapp.musically
A quality app,com.zhiliaoapp.musically
ðŸ˜­ðŸ˜­ðŸ˜­,com.zhiliaoapp.musically
So cool appðŸ˜„,com.zhiliaoapp.musically
I cant update this app there is smthng wrong i am making videos and later they dont match to music lipsing is late..can you plz guide,com.zhiliaoapp.musically
This is worst for just because of some people,com.zhiliaoapp.musically
Useless no one is their to like the video (i will try so hard to make nice one video but no likes...ðŸ˜¢)ðŸ˜­ðŸ˜­,com.zhiliaoapp.musically
Superb,com.zhiliaoapp.musically
This app is amazing,com.zhiliaoapp.musically
Tik tok needs to accommodate android users It needs to improve the camera quality is displays for android users,com.zhiliaoapp.musically
nice app,com.zhiliaoapp.musically
Funny,com.zhiliaoapp.musically
Sirtaj,com.zhiliaoapp.musically
Who laughs now,com.zhiliaoapp.musically
Bad experience ðŸ¤”,com.zhiliaoapp.musically
I am not famous on tik tok My account name is @abubakerasif88 ok,com.zhiliaoapp.musically
Instagram button not working,com.zhiliaoapp.musically
Good app,com.zhiliaoapp.musically
Altra khsro ke app,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
Watermark is not coming on my videos please fix this issue as soon as possible,com.zhiliaoapp.musically
its fun but i cant make tik toks on my laptop becuase its higher than version 6 and i cant find external storage to make vids.,com.zhiliaoapp.musically
Need more update,com.zhiliaoapp.musically
Its ok (Edit) No its not,com.zhiliaoapp.musically
"Tiktok is... okay. First of all, most videos have lots of swear words in it, and that's not good if you're in a sort of public place like a school. Second of all, if you don't have a good phone it won't let you post anything (I tested this with my old TCL A10L or something). Then, you don't have a lot of effects unless your on an Apple product. I give this one star for the privacy abilities and one more for the very good quality of the video recorder.",com.zhiliaoapp.musically
good mast,com.zhiliaoapp.musically
Hello tik tok sir i can't find views on any video thanks tik tok Sar ji,com.zhiliaoapp.musically
Ewww vine 2 ðŸ¤®,com.zhiliaoapp.musically
Worst app,com.zhiliaoapp.musically
Sapot me plz,com.zhiliaoapp.musically
SMART and funny,com.zhiliaoapp.musically
It's kak,com.zhiliaoapp.musically
Good bt this app is failour,com.zhiliaoapp.musically
TF,com.zhiliaoapp.musically
"Ever since the update yesterday, when i add videos into tiktok they lag and never been able to sync the sound to my videos. Its soooo frustrating",com.zhiliaoapp.musically
Gd,com.zhiliaoapp.musically
Nice app for the people for time pass or to waste the time,com.zhiliaoapp.musically
I love tiktok. So please rate this when we all are so â˜º,com.zhiliaoapp.musically
Nice app,com.zhiliaoapp.musically
Thurpati.Prashanth,com.zhiliaoapp.musically
Spyers,com.zhiliaoapp.musically
M b,com.zhiliaoapp.musically
Nice,com.zhiliaoapp.musically
"The administration will do nothing if you're getting bullied or harrassed. Instead, they will take down your video. The videos can be entertaining but don't trust admin to actually do anything to help you.",com.zhiliaoapp.musically
good appðŸ‘Œ,com.zhiliaoapp.musically
Get rid of the kids with fornite profile pictures and the videos there not good please get rid of them.Thank you,com.zhiliaoapp.musically
ABID ali ok,com.zhiliaoapp.musically
bccjnc,com.zhiliaoapp.musically
Wonderful ðŸ˜Š,com.zhiliaoapp.musically
Ok karo,com.zhiliaoapp.musically
I downloaded the app and then I uninstalled it by mistake and I again installed it and it is not working at all!,com.zhiliaoapp.musically
Trash app doesn't work for me,com.zhiliaoapp.musically
I want iPhone 11 pro max hihi,com.zhiliaoapp.musically
I don't know but I think my Tik Tok id is freaze.,com.zhiliaoapp.musically
Nice to pagal,com.zhiliaoapp.musically
It is a funy app,com.zhiliaoapp.musically
TikTok Titonsk,com.zhiliaoapp.musically
Good i enjoy it,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
Like it,com.zhiliaoapp.musically
Tik tok is not coming in my phone,com.zhiliaoapp.musically
Wonderful,com.zhiliaoapp.musically
Bed app,com.zhiliaoapp.musically
Woow amazing,com.zhiliaoapp.musically
"Perfect but need some effect ,followers",com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
This is a great app for our take out talent It's a best platform for positive content,com.zhiliaoapp.musically
Aa,com.zhiliaoapp.musically
Hi team tiktok My tiktok account (@killerr0011) is freezed. I was reported in past. But you never give me response. Please unfreeze my account. When I will be give you 5 star ðŸŒŸ.thank you very much.,com.zhiliaoapp.musically
Arshad 1551,com.zhiliaoapp.musically
The app is so nice to me the tik tok is so nice,com.zhiliaoapp.musically
Nice,com.zhiliaoapp.musically
Ok no,com.zhiliaoapp.musically
I like you app,com.zhiliaoapp.musically
Heywj,com.zhiliaoapp.musically
Good job,com.zhiliaoapp.musically
RSP,com.zhiliaoapp.musically
Sameer,com.zhiliaoapp.musically
To racist and sooo toxic people ðŸ¤¡ðŸ¤¡,com.zhiliaoapp.musically
The app LIKE is better than this,com.zhiliaoapp.musically
Not bad,com.zhiliaoapp.musically
It's GOOD in all but I want musicly back it was much better and easyer you use. It also deleted my account off that I made when I was 6 but not my friends account and I'm sad/mad about that soo...... yeah,com.zhiliaoapp.musically
"tiktok why do you have to steal info ðŸ˜­ I just wanna watch content but I had to delete you cuz you're stealing IPs and going through everyone's stuff. I miss it so much, make the app safer or someone create a safer app like tiktok please ðŸ¥ºðŸ’”",com.zhiliaoapp.musically
I dont really like it it take long yo load its so laggy but it looks fun tho,com.zhiliaoapp.musically
Gib,com.zhiliaoapp.musically
Bad bad bad bad bad bad,com.zhiliaoapp.musically
Not useful,com.zhiliaoapp.musically
Eximent I love this app,com.zhiliaoapp.musically
I love this app....but i dont know y i get no likes and views before it was working but nowdays i dont get if i put more video a day pls help me anyone give me the solution for this guys....and my id is nihu43 pls support me .....,com.zhiliaoapp.musically
Worst app,com.zhiliaoapp.musically
"I had fun with the app but after a week, everything got depressing, and some things are not very appropriate.",com.zhiliaoapp.musically
Super apap,com.zhiliaoapp.musically
Chin ka App Ham to let Mar Gaye Chhod De,com.zhiliaoapp.musically
Tmps,com.zhiliaoapp.musically
Good,com.zhiliaoapp.musically
ðŸ‘Œ epic gamer,com.zhiliaoapp.musically
Op.apppp,com.zhiliaoapp.musically
"This is a great app, BUT! It is TOO addicting. It distracted me from school and I was always on my phone because of TikTok.",com.zhiliaoapp.musically
è·Ÿæˆ‘ã€‚,com.zhiliaoapp.musically
"I like this app but ""when i login it says you are using services frequently"" i dont know why?????",com.zhiliaoapp.musically
I can't go live on tik tok ðŸ˜¡ðŸ˜¡ðŸ˜¡,com.zhiliaoapp.musically
Good but not,com.zhiliaoapp.musically
Cc,com.zhiliaoapp.musically
nice app,com.zhiliaoapp.musically
Ap k app video viral ni kir raha ha ap si ko thk Kira ok ðŸ˜… please my help help help,com.zhiliaoapp.musically
Good good.ðŸ™„ðŸ™„ðŸ™„ðŸ™„,com.zhiliaoapp.musically
The app is cool but it doesnt let me make a video. Please fix this.,com.zhiliaoapp.musically
Is has some bad stuff in it :(,com.zhiliaoapp.musically
No way not for me!,com.zhiliaoapp.musically
It's not letting me like video.and keeps.kn saying that I'm liking videos too fast even though o watch the whole video through and it's also not updating,com.zhiliaoapp.musically
It's getting better,com.zhiliaoapp.musically
I love this app.......I hope it stay around forever....I think in some countries ppl are not seeing our stuff only in states,com.zhiliaoapp.musically
They took down a video for having a AIRSOFT GUN in it,com.zhiliaoapp.musically
Hi I really need u to see this bc I made a fan page and switched back to my real acc @wolfylisa BUT I wanted to switch back to my Fan Page @dixieloves_ I did the password I remember putting in and it would not let me so can u PLS send my password back at mail PLSSS bc I worked so hard and list it SO PLSSSSSSSS,com.zhiliaoapp.musically
Why i can't find direct messages in my second ID,com.zhiliaoapp.musically
Super,com.zhiliaoapp.musically
It would be nice if the video would stop buffering.,com.zhiliaoapp.musically
"The ads have taken over, just an annoyance",com.zhiliaoapp.musically
I always install this app but when i installed this tik tok but it wount allpw me make a video,com.zhiliaoapp.musically
I mean there are some good content but its scary that the fact that this app could be just to be used as spying on others im not going to go into the details but i did delete it because of that so umm im kindda sorry for doing this but i wish for my own safty and well being so yeah sorry not sorry.,com.zhiliaoapp.musically
Way too toxic!,com.zhiliaoapp.musically
A cheat talk to you please not put like cushion music on there cuz like you take kill I do a clean version thank ttk,com.zhiliaoapp.musically
Tik Tok Sa,com.zhiliaoapp.musically
